#median_bin_length(cM)	mean_posterior_tmrca	probability_coalesce_within_10_generation
22.275	9.2	0.6462371396238257
22.325	9.17	0.6482116871561016
22.375	9.15	0.6501798683949528
22.425	9.12	0.6521416514781497
22.475	9.1	0.6540970052101442
22.525	9.07	0.6560458990600541
22.575	9.05	0.6579883031595493
22.625	9.02	0.6599241883006457
22.675	9.0	0.6618535259334049
22.725	8.97	0.6637762881635396
22.775	8.95	0.6656924477499427
22.825	8.93	0.6676019781021215
22.875	8.9	0.6695048532775396
22.925	8.88	0.6714010479788878
22.975	8.85	0.6732905375512706
23.025	8.83	0.6751732979793069
23.075	8.81	0.6770493058841589
23.125	8.78	0.6789185385204783
23.175	8.76	0.6807809737732844
23.225	8.74	0.6826365901547674
23.275	8.71	0.6844853668010143
23.325	8.69	0.6863272834686746
23.375	8.67	0.6881623205315518
23.425	8.64	0.6899904589771315
23.475	8.62	0.6918116804030467
23.525	8.6	0.6936259670134701
23.575	8.57	0.6954333016154656
23.625	8.55	0.6972336676152567
23.675	8.53	0.6990270490144561
23.725	8.51	0.700813430406231
23.775	8.48	0.7025927969714117
23.825	8.46	0.7043651344745583
23.875	8.44	0.7061304292599574
23.925	8.42	0.7078886682475967
23.975	8.39	0.7096398389290621
24.025	8.37	0.7113839293634092
24.075	8.35	0.7131209281729858
24.125	8.33	0.7148508245392067
24.175	8.31	0.7165736081982882
24.225	8.28	0.7182892694369463
24.275	8.26	0.7199977990880576
24.325	8.24	0.7216991885262736
24.375	8.22	0.7233934296636142
24.425	8.2	0.7250805149450112
24.475	8.18	0.7267604373438359
24.525	8.15	0.7284331903573849
24.575	8.13	0.7300987680023351
24.625	8.11	0.7317571648101832
24.675	8.09	0.7334083758226444
24.725	8.07	0.7350523965870344
24.775	8.05	0.736689223151628
24.825	8.03	0.7383188520609852
24.875	8.01	0.7399412803512729
24.925	7.99	0.7415565055455512
24.975	7.97	0.7431645256490497
25.025	7.95	0.7447653391444268
25.075	7.93	0.7463589449870117
25.125	7.91	0.7479453426000244
25.175	7.89	0.7495245318698013
25.225	7.87	0.7510965131409858
25.275	7.85	0.75266128721173
25.325	7.83	0.7542188553288641
25.375	7.81	0.7557692191830825
25.425	7.79	0.7573123809040972
25.475	7.77	0.7588483430558074
25.525	7.75	0.7603771086314496
25.575	7.73	0.7618986810487455
25.625	7.71	0.7634130641450604
25.675	7.69	0.7649202621725316
25.725	7.67	0.7664202797932352
25.775	7.65	0.7679131220743146
25.825	7.63	0.7693987944831363
25.875	7.61	0.77087730288244
25.925	7.59	0.7723486535254843
25.975	7.57	0.7738128530512127
26.025	7.55	0.7752699084794106
26.075	7.54	0.7767198272058755
26.125	7.52	0.7781626169975959
26.175	7.5	0.779598285987926
26.225	7.48	0.7810268426717898
26.275	7.46	0.7824482959008747
26.325	7.44	0.7838626548788483
26.375	7.43	0.7852699291565767
26.425	7.41	0.7866701286273736
26.475	7.39	0.7880632635222301
26.525	7.37	0.7894493444051024
26.575	7.35	0.7908283821681631
26.625	7.33	0.7922003880271056
26.675	7.32	0.7935653735164596
26.725	7.3	0.7949233504849008
26.775	7.28	0.7962743310906034
26.825	7.26	0.7976183277965985
26.875	7.25	0.7989553533661462
26.925	7.23	0.80028542085814
26.975	7.21	0.8016085436225175
27.025	7.19	0.8029247352957066
27.075	7.18	0.8042340097960823
27.125	7.16	0.8055363813194317
27.175	7.14	0.8068318643344784
27.225	7.12	0.8081204735783959
27.275	7.11	0.8094022240523527
27.325	7.09	0.8106771310170838
27.375	7.07	0.8119452099884975
27.425	7.06	0.8132064767332816
27.475	7.04	0.8144609472645523
27.525	7.02	0.8157086378375283
27.575	7.01	0.8169495649452256
27.625	6.99	0.8181837453141737
27.675	6.97	0.8194111959001703
27.725	6.96	0.8206319338840573
27.775	6.94	0.8218459766675207
27.825	6.92	0.8230533418689238
27.875	6.91	0.8242540473191687
27.925	6.89	0.8254481110575782
27.975	6.88	0.8266355513278161
28.025	6.86	0.8278163865738314
28.075	6.84	0.8289906354358314
28.125	6.83	0.8301583167462897
28.175	6.81	0.8313194495259758
28.225	6.8	0.8324740529800154
28.275	6.78	0.8336221464940012
28.325	6.76	0.8347637496300955
28.375	6.75	0.8358988821232054
28.425	6.73	0.8370275638771558
28.475	6.72	0.8381498149609088
28.525	6.7	0.8392656556048229
28.575	6.69	0.8403751061969227
28.625	6.67	0.8414781872792124
28.675	6.66	0.8425749195440224
28.725	6.64	0.8436653238303911
28.775	6.63	0.844749421120458
28.825	6.61	0.845827232535911
28.875	6.6	0.8468987793344681
28.925	6.58	0.8479640829063655
28.975	6.57	0.8490231647709089
29.025	6.55	0.8500760465730255
29.075	6.54	0.8511227500798915
29.125	6.52	0.8521632971775426
29.175	6.51	0.8531977098675605
29.225	6.49	0.8542260102637543
29.275	6.48	0.85524822058891
29.325	6.46	0.85626436317155
29.375	6.45	0.8572744604427341
29.425	6.44	0.8582785349328869
29.475	6.42	0.8592766092686571
29.525	6.41	0.8602687061698376
29.575	6.39	0.8612548484462634
29.625	6.38	0.8622350589947997
29.675	6.36	0.8632093607963296
29.725	6.35	0.864177776912775
29.775	6.34	0.8651403304841705
29.825	6.32	0.8660970447257457
29.875	6.31	0.8670479429250555
29.925	6.3	0.8679930484391418
29.975	6.28	0.868932384691721
30.025	6.27	0.8698659751704096
30.075	6.25	0.8707938434239784
30.125	6.24	0.8717160130596382
30.175	6.23	0.8726325077403663
30.225	6.21	0.8735433511822543
30.275	6.2	0.8744485671518898
30.325	6.19	0.8753481794637848
30.375	6.17	0.8762422119778002
30.425	6.16	0.8771306885966474
30.475	6.15	0.878013633263392
30.525	6.13	0.8788910699589889
30.575	6.12	0.8797630226998626
30.625	6.11	0.8806295155355103
30.675	6.09	0.8814905725461348
30.725	6.08	0.8823462178403162
30.775	6.07	0.8831964755527009
30.825	6.06	0.8840413698417311
30.875	6.04	0.8848809248874092
30.925	6.03	0.8857151648890776
30.975	6.02	0.8865441140632366
31.025	6.01	0.8873677966414033
31.075	5.99	0.8881862368679682
31.125	5.98	0.8889994589981242
31.175	5.97	0.8898074872957911
31.225	5.96	0.8906103460315773
31.275	5.94	0.8914080594807876
31.325	5.93	0.8922006519214359
31.375	5.92	0.8929881476323017
31.425	5.91	0.8937705708910084
31.475	5.89	0.8945479459721329
31.525	5.88	0.8953202971453434
31.575	5.87	0.8960876486735632
31.625	5.86	0.8968500248111676
31.675	5.85	0.8976074498021965
31.725	5.83	0.8983599478786005
31.775	5.82	0.8991075432585278
31.825	5.81	0.8998502601446177
31.875	5.8	0.9005881227223227
31.925	5.79	0.9013211551582737
31.975	5.77	0.902049381598656
32.025	5.76	0.9027728261676167
32.075	5.75	0.9034915129657006
32.125	5.74	0.9042054660683033
32.175	5.73	0.9049147095241559
32.225	5.72	0.9056192673538428
32.275	5.71	0.9063191635483278
32.325	5.69	0.9070144220675163
32.375	5.68	0.9077050668388328
32.425	5.67	0.908391121755845
32.475	5.66	0.9090726106768816
32.525	5.65	0.9097495574236922
32.575	5.64	0.9104219857801362
32.625	5.63	0.9110899194908727
32.675	5.62	0.9117533822600972
32.725	5.6	0.9124123977502969
32.775	5.59	0.9130669895810097
32.825	5.58	0.9137171813276281
32.875	5.57	0.9143629965202221
32.925	5.56	0.9150044586423761
32.975	5.55	0.9156415911300416
33.025	5.54	0.9162744173704462
33.075	5.53	0.9169029607009788
33.125	5.52	0.9175272444081193
33.175	5.51	0.9181472917263986
33.225	5.5	0.9187631258373671
33.275	5.48	0.9193747698685675
33.325	5.47	0.9199822468925732
33.375	5.46	0.9205855799260023
33.425	5.45	0.9211847919285685
33.475	5.44	0.9217799058021673
33.525	5.43	0.9223709443899469
33.575	5.42	0.9229579304754427
33.625	5.41	0.923540886781685
33.675	5.4	0.9241198359703674
33.725	5.39	0.9246948006409961
33.775	5.38	0.9252658033300981
33.825	5.37	0.9258328665104073
33.875	5.36	0.926396012590095
33.925	5.35	0.9269552639120213
33.975	5.34	0.9275106427529746
34.025	5.33	0.9280621713229684
34.075	5.32	0.9286098717645201
34.125	5.31	0.9291537661519701
34.175	5.3	0.9296938764908149
34.225	5.29	0.9302302247170402
34.275	5.28	0.9307628326964904
34.325	5.27	0.9312917222242548
34.375	5.26	0.9318169150240468
34.425	5.25	0.9323384327476179
34.475	5.24	0.9328562969741966
34.525	5.23	0.933370529209914
34.575	5.22	0.9338811508872737
34.625	5.21	0.934388183364618
34.675	5.2	0.9348916479256209
34.725	5.19	0.9353915657787826
34.775	5.18	0.9358879580569498
34.825	5.17	0.9363808458168549
34.875	5.17	0.9368702500386531
34.925	5.16	0.9373561916254871
34.975	5.15	0.937838691403057
35.025	5.14	0.9383177701192121
35.075	5.13	0.9387934484435513
35.125	5.12	0.9392657469670354
35.175	5.11	0.9397346862016221
35.225	5.1	0.9402002865798931
35.275	5.09	0.9406625684547237
35.325	5.08	0.9411215520989382
35.375	5.07	0.9415772577049916
35.425	5.06	0.9420297053846667
35.475	5.05	0.9424789151687657
35.525	5.05	0.9429249070068375
35.575	5.04	0.943367700766892
35.625	5.03	0.9438073162351581
35.675	5.02	0.9442437731158075
35.725	5.01	0.9446770910307394
35.775	5.0	0.945107289519344
35.825	4.99	0.9455343880382839
35.875	4.98	0.9459584059612907
35.925	4.97	0.9463793625789706
35.975	4.97	0.9467972770986232
36.025	4.96	0.9472121686440566
36.075	4.95	0.947624056255435
36.125	4.94	0.9480329588891229
36.175	4.93	0.9484388954175343
36.225	4.92	0.9488418846290035
36.275	4.91	0.9492419452276618
36.325	4.91	0.9496390958333178
36.375	4.9	0.9500333549813565
36.425	4.89	0.9504247411226364
36.475	4.88	0.9508132726234042
36.525	4.87	0.9511989677652247
36.575	4.86	0.9515818447448929
36.625	4.86	0.9519619216743844
36.675	4.85	0.9523392165808017
36.725	4.84	0.9527137474063276
36.775	4.83	0.9530855320081824
36.825	4.82	0.9534545881586094
36.875	4.81	0.9538209335448337
36.925	4.81	0.9541845857690715
36.975	4.8	0.9545455623485062
37.025	4.79	0.9549038807153034
37.075	4.78	0.9552595582166113
37.125	4.77	0.9556126121145773
37.175	4.77	0.9559630595863842
37.225	4.76	0.9563109177242636
37.275	4.75	0.9566562035355465
37.325	4.74	0.9569989339426977
37.375	4.73	0.957339125783383
37.425	4.73	0.9576767958105068
37.475	4.72	0.9580119606922856
37.525	4.71	0.9583446370123179
37.575	4.7	0.9586748412696673
37.625	4.69	0.9590025898789319
37.675	4.69	0.9593278991703417
37.725	4.68	0.9596507853898437
37.775	4.67	0.9599712646992199
37.825	4.66	0.9602893531761765
37.875	4.66	0.9606050668144512
37.925	4.65	0.960918421523955
37.975	4.64	0.9612294331308626
38.025	4.63	0.9615381173777655
38.075	4.63	0.961844489923784
38.125	4.62	0.9621485663447228
38.175	4.61	0.9624503621331959
38.225	4.6	0.962749892698784
38.275	4.6	0.9630471733681815
38.325	4.59	0.96334221938536
38.375	4.58	0.9636350459117173
38.425	4.57	0.9639256680262521
38.475	4.57	0.9642141007257304
38.525	4.56	0.9645003589248565
38.575	4.55	0.9647844574564508
38.625	4.54	0.9650664110716397
38.675	4.54	0.9653462344400315
38.725	4.53	0.9656239421499153
38.775	4.52	0.9658995487084463
38.825	4.52	0.9661730685418384
38.875	4.51	0.9664445159955898
38.925	4.5	0.9667139053346565
38.975	4.49	0.9669812507436798
39.025	4.49	0.9672465663271922
39.075	4.48	0.9675098661098309
39.125	4.47	0.9677711640365567
39.175	4.47	0.9680304739728754
39.225	4.46	0.9682878097050641
39.275	4.45	0.968543184940386
39.325	4.45	0.9687966133073421
39.375	4.44	0.9690481083558808
39.425	4.43	0.9692976835576573
39.475	4.42	0.9695453523062427
39.525	4.42	0.9697911279173969
39.575	4.41	0.9700350236292856
39.625	4.4	0.9702770526027457
39.675	4.4	0.970517227921523
39.725	4.39	0.9707555625925189
39.775	4.38	0.9709920695460609
39.825	4.38	0.9712267616361427
39.875	4.37	0.9714596516406842
39.925	4.36	0.9716907522617988
39.975	4.36	0.9719200761260448
40.025	4.35	0.9721476357846964
40.075	4.34	0.9723734437140104
40.125	4.34	0.9725975123154893
40.175	4.33	0.9728198539161459
40.225	4.32	0.973040480768789
40.275	4.32	0.9732594050522839
40.325	4.31	0.9734766388718366
40.375	4.3	0.9736921942592529
40.425	4.3	0.9739060831732376
40.475	4.29	0.9741183174996639
40.525	4.28	0.9743289090518452
40.575	4.28	0.9745378695708304
40.625	4.27	0.9747452107256882
40.675	4.27	0.974950944113775
40.725	4.26	0.9751550812610359
40.775	4.25	0.9753576336222911
40.825	4.25	0.9755586125815164
40.875	4.24	0.9757580294521352
40.925	4.23	0.9759558954773109
40.975	4.23	0.9761522218302439
41.025	4.22	0.976347019614443
41.075	4.22	0.9765402998640438
41.125	4.21	0.9767320735440882
41.175	4.2	0.9769223515508227
41.225	4.2	0.9771111447119927
41.275	4.19	0.9772984637871382
41.325	4.18	0.9774843194679006
41.375	4.18	0.9776687223783002
41.425	4.17	0.9778516830750549
41.475	4.17	0.9780332120478725
41.525	4.16	0.9782133197197431
41.575	4.15	0.9783920164472482
41.625	4.15	0.9785693125208527
41.675	4.14	0.9787452181652139
41.725	4.14	0.9789197435394829
41.775	4.13	0.9790928987375934
41.825	4.12	0.9792646937885842
41.875	4.12	0.979435138656884
41.925	4.11	0.9796042432426163
42.025	4.1	0.9799384708472069
42.075	4.09	0.9801036133475375
42.125	4.09	0.980267454528859
42.175	4.08	0.9804300039743358
42.225	4.08	0.9805912712046513
42.275	4.07	0.9807512656783116
42.325	4.07	0.9809099967919386
42.375	4.06	0.9810674738805902
42.425	4.05	0.9812237062180599
42.475	4.05	0.9813787030171608
42.525	4.04	0.9815324734300582
42.575	4.04	0.9816850265485536
42.625	4.03	0.9818363714043884
42.675	4.03	0.9819865169695586
42.725	4.02	0.9821354721566024
42.775	4.01	0.9822832458189117
42.825	4.01	0.9824298467510422
42.875	4.0	0.9825752836889893
42.925	4.0	0.9827195653105196
