1	47122.79
2	43927.73
3	40743.47
4	37586.91
5	34478.34
6	31439.62
7	28492.94
8	25659.95
9	22961.09
10	20415.12
11	18038.65
12	15845.8
13	13847.96
14	12053.4
15	10467.14
16	9090.63
17	7921.7
18	6954.41
19	6179.2
20	5583.04
21	5150.02
22	4861.91
23	4699.14
24	4641.63
25	4669.7
26	4764.74
27	4909.66
28	5089.19
29	5289.92
30	5500.26
31	5710.38
32	5912.05
33	6098.46
34	6264.09
35	6404.58
36	6516.57
37	6597.61
38	6646.05
39	6660.94
40	6641.98
41	6589.43
42	6504.07
43	6387.13
44	6240.22
45	6065.37
46	5864.95
47	5641.64
48	5398.34
49	5138.22
50	4864.6
51	4580.98
52	4291.0
53	3998.32
54	3706.67
55	3419.76
56	3141.2
57	2874.44
58	2622.68
59	2388.78
60	2175.15
61	1983.61
62	1815.26
63	1670.45
64	1548.67
65	1448.61
66	1368.22
67	1305.01
68	1256.2
69	1219.14
70	1191.6
71	1172.04
72	1159.8
73	1155.26
74	1159.75
75	1175.53
76	1205.5
77	1252.91
78	1321.1
79	1413.08
80	1531.38
81	1677.84
82	1853.58
83	2059.05
84	2294.1
85	2558.09
86	2850.02
87	3168.58
88	3512.25
89	3879.35
90	4268.1
91	4676.63
92	5103.05
93	5545.39
94	6001.69
95	6469.97
96	6948.23
97	7434.49
98	7926.75
99	8423.01
100	8921.26
