#median_bin_length(cM)	mean_posterior_tmrca	probability_coalesce_within_10_generation
27.275	5.63	0.9176978413178416
27.325	5.62	0.9183065846536068
27.375	5.61	0.9189112120039469
27.425	5.6	0.9195117469684146
27.575	5.57	0.9212890322390097
27.625	5.56	0.9218734319159627
27.675	5.55	0.9224538558975676
27.725	5.54	0.9230303272584727
27.775	5.53	0.9236028689848873
27.825	5.52	0.9241715039743469
27.875	5.51	0.9247362550354565
27.925	5.5	0.925297144887686
27.975	5.49	0.9258541961611466
28.025	5.48	0.9264074313963915
28.075	5.47	0.9269568730442111
28.125	5.46	0.9275025434654642
28.175	5.45	0.928044464930887
28.225	5.44	0.9285826596209351
28.275	5.43	0.9291171496256243
28.325	5.42	0.9296479569443771
28.425	5.4	0.9306986110680188
28.475	5.39	0.9312185014176118
28.525	5.38	0.9317347961704349
28.575	5.37	0.9322475168710627
28.675	5.35	0.9332623218374564
28.825	5.32	0.9347582572559041
28.875	5.31	0.935249980961115
28.925	5.3	0.9357382788654881
29.075	5.27	0.9371828254365144
29.125	5.27	0.9376576273414523
29.275	5.24	0.939062178428926
29.375	5.22	0.9399822026805057
29.425	5.21	0.9404373720969776
29.475	5.2	0.9408893395964754
29.525	5.19	0.9413381249812226
29.575	5.18	0.9417837479617519
29.625	5.17	0.9422262281569266
29.675	5.17	0.9426655850940053
29.725	5.16	0.943101838208692
29.775	5.15	0.943535006845208
29.825	5.14	0.9439651102563502
29.975	5.11	0.9452372202958282
30.025	5.1	0.9456552535077924
30.075	5.1	0.9460703163898769
30.125	5.09	0.9464824276481243
30.175	5.08	0.9468916058977792
30.275	5.06	0.9477012373790553
30.325	5.05	0.9481017273882697
30.375	5.04	0.9484993579443342
30.525	5.02	0.949675274074342
30.575	5.01	0.950061647548857
30.625	5.0	0.9504452514865838
30.675	4.99	0.9508261036018024
30.725	4.99	0.9512042215194842
30.775	4.98	0.9515796227754587
30.825	4.97	0.9519523248165669
30.875	4.96	0.952322345000838
30.975	4.94	0.9530544087879225
31.025	4.94	0.9534164866642751
31.075	4.93	0.9537759512312379
31.125	4.92	0.9541328194054048
31.275	4.9	0.955188013422419
31.375	4.88	0.9558788003353842
31.475	4.86	0.9565596002474783
31.525	4.86	0.9568962957910471
31.625	4.84	0.9575623587248686
31.675	4.83	0.9578917581263003
31.725	4.83	0.9582187573490083
31.775	4.82	0.9585433721851261
31.825	4.81	0.9588656183418207
31.875	4.8	0.9591855114415222
31.925	4.79	0.9595030670221583
32.275	4.74	0.9616617931031453
32.325	4.73	0.9619611978353388
32.425	4.72	0.9625534176843485
32.475	4.71	0.9628462621319775
32.625	4.69	0.9637119078404855
32.675	4.68	0.9639962084680161
32.825	4.66	0.964836565600842
32.925	4.65	0.9653864901279955
32.975	4.64	0.9656584000249157
33.025	4.63	0.9659282933604235
33.075	4.63	0.966196183798547
33.125	4.62	0.9664620849250497
33.175	4.61	0.9667260102477215
33.225	4.6	0.9669879731966408
33.275	4.6	0.9672479871244862
33.375	4.58	0.9677622209422605
33.425	4.58	0.9680164671530167
33.475	4.57	0.9682688169849275
33.525	4.56	0.9685192834078628
33.625	4.55	0.9690146175281382
33.775	4.53	0.9697438130512305
33.875	4.51	0.9702208865640807
34.075	4.49	0.9711537432649782
34.175	4.47	0.9716097214917702
34.225	4.47	0.9718351401683537
34.325	4.45	0.9722808959745092
34.425	4.44	0.9727199546567904
34.575	4.42	0.9733661885681799
34.675	4.41	0.9737889085952129
34.825	4.39	0.9744110601509763
34.875	4.38	0.974615307533832
34.925	4.38	0.9748180050090484
34.975	4.37	0.9750191634715629
35.025	4.36	0.9752187937492707
35.075	4.36	0.9754169066033241
35.125	4.35	0.9756135127284398
35.275	4.33	0.9761943966871097
35.325	4.33	0.9763850815254795
35.375	4.32	0.9765743121225282
35.425	4.31	0.976762098780701
35.475	4.31	0.9769484517381314
35.575	4.3	0.9773168971835061
35.625	4.29	0.9774990098288321
35.675	4.28	0.9776797290887892
35.725	4.28	0.9778590648844433
35.775	4.27	0.9780370270743526
36.025	4.24	0.9789065746495178
36.125	4.23	0.9792451165737514
36.325	4.21	0.9799067110625754
36.625	4.17	0.9808614788173374
36.725	4.16	0.981169988313958
36.925	4.14	0.9817728066267042
36.975	4.13	0.9819206025761269
37.175	4.11	0.9825004036456074
37.325	4.09	0.9829235330032522
37.375	4.09	0.9830623867104836
37.425	4.08	0.9832001590259439
37.475	4.08	0.9833368578591873
37.525	4.07	0.9834724910675335
37.575	4.06	0.9836070664563082
37.625	4.06	0.9837405917791724
37.675	4.05	0.9838730747383584
37.725	4.05	0.9840045229849863
37.825	4.04	0.9842643456910233
37.925	4.03	0.9845201200941877
38.025	4.02	0.9847719055910685
38.075	4.01	0.9848963208444319
38.125	4.0	0.9850197607867817
38.175	4.0	0.985142232621526
38.225	3.99	0.9852637435036904
38.275	3.99	0.9853843005401987
38.375	3.98	0.9856225812650118
38.425	3.97	0.98574031892905
38.525	3.96	0.9859730234465799
38.575	3.96	0.9860880039944072
38.625	3.95	0.9862020791205943
38.775	3.94	0.9865389390581109
38.825	3.93	0.9866494593590233
38.875	3.93	0.9867591074423417
38.975	3.92	0.9869758129348425
39.025	3.91	0.9870828832225761
39.125	3.9	0.9872944907477618
39.175	3.9	0.9873990406011369
39.225	3.89	0.9875027628535976
39.375	3.88	0.987809025795052
39.425	3.87	0.9879094992212726
39.475	3.87	0.9880091756240086
39.625	3.85	0.9883034823804872
39.725	3.84	0.9884958104775142
39.775	3.84	0.988590829080624
39.925	3.82	0.9888713719282759
39.975	3.82	0.9889634007748132
40.025	3.81	0.9890546962471017
40.175	3.8	0.9893242377014975
40.225	3.79	0.9894126547670241
40.325	3.78	0.9895873761910786
40.375	3.78	0.9896736912245644
40.425	3.77	0.9897593161932671
40.475	3.77	0.9898442563414008
40.625	3.76	0.9900950197525725
40.675	3.75	0.9901772723261762
40.725	3.75	0.990258865751438
40.775	3.74	0.9903398050545892
40.825	3.74	0.9904200952263287
40.925	3.73	0.9905787479618987
41.025	3.72	0.9907348631810527
41.075	3.71	0.9908119813272439
41.125	3.71	0.9908884795519177
41.175	3.71	0.9909643626030384
41.625	3.67	0.9916203940981235
41.675	3.66	0.9916903792175596
41.725	3.66	0.9917597992057036
41.925	3.64	0.9920319144970031
42.075	3.63	0.992230277429828
42.125	3.62	0.9922953305778046
42.225	3.61	0.9924238598401799
42.325	3.6	0.9925503134514435
42.575	3.58	0.9928575757712254
42.825	3.56	0.9931525527941241
43.175	3.53	0.9935457746158863
43.225	3.53	0.9936001315291435
43.725	3.49	0.994119856845646
44.025	3.46	0.9944117885646474
44.225	3.45	0.9945985435906916
44.325	3.44	0.9946896350250899
44.425	3.43	0.994779234339251
44.675	3.41	0.9949968579846279
44.975	3.39	0.9952463918285747
45.025	3.39	0.9952867876935008
45.125	3.38	0.9953665810089948
45.325	3.36	0.9955222475956791
45.375	3.36	0.9955603626720583
45.425	3.36	0.9955981622213517
45.525	3.35	0.995672824786845
45.625	3.34	0.9957462551988095
46.425	3.29	0.996291632494317
46.475	3.28	0.996323358972411
46.525	3.28	0.9963548210917075
46.725	3.26	0.9964780682814669
46.825	3.26	0.9965381602623199
46.925	3.25	0.9965972530011818
47.025	3.24	0.9966553625602902
47.125	3.24	0.9967125047555456
47.175	3.23	0.9967407179677068
47.375	3.22	0.9968512296370565
47.625	3.2	0.9969842420269288
47.675	3.2	0.9970101792105812
47.925	3.18	0.9971366365835785
47.975	3.18	0.9971612945240904
48.025	3.18	0.997185745282017
48.075	3.17	0.9972099905430871
48.125	3.17	0.9972340319799141
48.175	3.17	0.997257871252086
48.725	3.13	0.9975072222601046
48.775	3.13	0.9975287603894306
48.825	3.12	0.9975501167855213
48.875	3.12	0.9975712929352648
48.925	3.12	0.9975922903138916
48.975	3.11	0.9976131103850483
49.775	3.06	0.9979232684652062
49.875	3.06	0.997959153552356
49.925	3.06	0.9979768680844389
50.025	3.05	0.9980118473720485
50.275	3.03	0.9980967290482498
50.925	3.0	0.9983011786433464
51.325	2.97	0.9984161413082947
51.475	2.96	0.9984572589607001
51.625	2.96	0.9984973310245364
51.775	2.95	0.9985363833966784
51.925	2.94	0.9985744413546042
52.075	2.93	0.9986115295705067
52.175	2.92	0.9986357282178489
52.475	2.91	0.9987058718251338
52.525	2.91	0.9987172136966562
52.575	2.9	0.9987284581465868
52.825	2.89	0.9987832473919253
52.925	2.88	0.998804509184993
52.975	2.88	0.9988150030792161
53.075	2.88	0.9988357206845082
53.475	2.85	0.998915097838186
54.025	2.83	0.9990156360120045
54.225	2.82	0.9990498804777086
54.875	2.78	0.9991532965926342
55.325	2.76	0.9992183335026406
55.525	2.75	0.9992456395937439
55.625	2.75	0.9992589390808811
55.775	2.74	0.9992784575526337
57.425	2.66	0.9994624787611408
57.575	2.65	0.9994767130298149
57.675	2.65	0.9994859958900661
59.525	2.57	0.9996312289729431
59.675	2.56	0.9996410521846643
59.775	2.56	0.9996474573569029
60.225	2.54	0.9996749150022496
60.275	2.54	0.9996778326360496
60.625	2.52	0.9996975460791463
60.825	2.52	0.9997082721501644
61.025	2.51	0.9997186231805444
61.275	2.5	0.9997310541620631
62.225	2.46	0.9997735457398936
62.875	2.44	0.9997987306404907
62.925	2.43	0.9998005492950143
63.075	2.43	0.9998059085468074
63.675	2.41	0.9998259609758703
63.875	2.4	0.9998321795568541
64.775	2.37	0.9998575558924373
65.675	2.34	0.9998791362977657
66.025	2.32	0.999886626899087
66.575	2.3	0.9998974813337547
68.675	2.24	0.9999302658620053
69.075	2.23	0.9999352134655349
69.275	2.22	0.9999375554283612
71.225	2.16	0.9999564227135589
72.625	2.12	0.999966369522322
73.675	2.09	0.9999723211089079
74.225	2.08	0.99997500922698
75.175	2.05	0.9999790568128781
76.825	2.01	0.9999846017480297
78.075	1.98	0.9999878088978444
79.425	1.95	0.9999905315656076
81.425	1.91	0.9999934948658155
81.575	1.91	0.9999936757273291
82.625	1.88	0.9999948093885136
83.575	1.86	0.9999956599973991
84.375	1.85	0.999996267865656
85.275	1.83	0.9999968511605027
87.325	1.79	0.9999978634194675
87.375	1.79	0.999997883560607
90.425	1.74	0.9999988136180447
90.775	1.73	0.9999988900052063
92.525	1.7	0.9999992045087132
93.975	1.68	0.999999396680362
94.525	1.67	0.9999994568128086
94.875	1.67	0.9999994919349191
97.275	1.63	0.9999996789419228
98.825	1.61	0.9999997614374971
115.925	1.42	0.9999999912141395
119.625	1.39	0.9999999957211908
122.125	1.37	0.9999999973707926
154.725	1.19	0.9999999999956297
